Angle,Distance
1,6.242049160860388
2,6.425083626904986
3,6.609928890539159
4,6.79839900252021
5,6.989302001812602
6,7.182437128349166
7,7.376602998998504
8,7.571589653597086
9,7.7681687987816925
10,7.965125106361886
11,8.16124840318438
12,8.357293100671026
13,8.553020428685222
14,8.74624567665225
15,8.93867759647941
16,9.128141064629391
17,9.314408323080427
18,9.498201428240726
19,9.67738262125775
20,9.852677128941444
21,10.023853039299826
22,10.188823377834796
23,10.349236067365318
24,10.503032126516343
25,10.65092911325407
26,10.791820113914582
27,10.925521999598601
28,11.051855019816621
29,11.170642899584701
30,11.280846909694285
31,11.3823245860228
32,11.474938789093624
33,11.558557767422883
34,11.63305521809431
35,11.69749119244759
36,11.751780860291547
37,11.796645118906941
38,11.83040544389939
39,11.853807350105058
40,11.866794468356485
41,11.868562858582619
42,11.85984826979519
43,11.839885075512345
44,11.808682162357236
45,11.766256838944479
46,11.712634784306912
47,11.647167993145697
48,11.570606445157571
49,11.4830011844216
50,11.383125779939814
51,11.272386844483036
52,11.150860641100884
53,11.017427628843507
54,10.872851596908049
55,10.717275713221632
56,10.550851702688332
57,10.37319506089554
58,10.185048258561416
59,9.986073234433043
60,9.776999999998491
61,9.557536853538686
62,9.328399952557044
63,9.088889804783946
64,8.840192546146966
65,8.58210904117005
66,8.314510457758907
67,8.03851150641255
68,7.753607270525053
69,7.460862341580231
70,7.1598496803817975
71,6.850930674238427
72,6.535091397045648
73,6.212021610245156
74,5.882101173136793
75,5.546233317501441
76,5.203981896247186
77,4.856243361177128
78,4.503367223108672
79,4.145516233547214
80,3.7830991986589866
81,3.4165287164830715
82,3.0463600069161014
83,2.6728384395650586
84,2.296490337981494
85,1.9176006519263922
86,1.5365956036320583
87,1.1539031632356114
88,0.7699526962466514
89,0.38519206247890914
